station,city,state,country,data_source,longitude,latitude,data_type,ts,aqius,aqicn,pm25,pm10,tp,tp_min,hu,pr,ws,wd,pop,ic,hour,date,weekday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 08:00:00+00:00,55.0,16.0,11.24,20.2,22,22.0,15,1017,2.0,292,0,01d,8,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 09:00:00+00:00,55.0,16.0,11.24,20.2,23,23.0,14,1016,2.0,298,0,01d,9,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 10:00:00+00:00,55.0,16.0,11.24,20.2,23,23.0,13,1015,2.0,304,0,01d,10,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 11:00:00+00:00,55.0,16.0,11.24,20.2,23,23.0,13,1015,2.0,305,0,01d,11,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 12:00:00+00:00,55.0,16.0,11.24,20.2,22,22.0,15,1015,2.0,303,0,01d,12,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 13:00:00+00:00,55.0,16.0,11.24,20.2,20,20.0,18,1016,1.0,304,0,01n,13,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 14:00:00+00:00,55.0,16.0,11.24,20.2,19,19.0,20,1017,1.0,286,0,01n,14,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 15:00:00+00:00,55.0,16.0,11.24,20.2,18,18.0,21,1018,1.0,280,0,01n,15,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 16:00:00+00:00,55.0,16.0,11.24,20.2,18,18.0,22,1019,1.0,276,0,01n,16,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 17:00:00+00:00,55.0,16.0,11.24,20.2,17,17.0,24,1018,1.0,248,0,01n,17,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 18:00:00+00:00,55.0,16.0,11.24,20.2,17,17.0,24,1018,1.0,264,0,01n,18,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 19:00:00+00:00,55.0,16.0,11.24,20.2,16,16.0,25,1018,1.0,251,0,01n,19,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 20:00:00+00:00,55.0,16.0,11.24,20.2,16,16.0,26,1018,1.0,232,0,01n,20,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 21:00:00+00:00,55.0,16.0,11.24,20.2,15,15.0,26,1017,0.0,208,0,01n,21,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 22:00:00+00:00,55.0,16.0,11.24,20.2,15,15.0,27,1017,0.0,230,0,01n,22,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-03 23:00:00+00:00,55.0,16.0,11.24,20.2,14,14.0,27,1017,1.0,247,0,01n,23,2024-11-03,Sunday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-04 00:00:00+00:00,56.0,17.0,11.97,24.42,14,14.0,28,1017,1.0,246,0,01n,0,2024-11-04,Monday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-04 01:00:00+00:00,56.0,17.0,11.97,24.42,14,14.0,29,1017,0.0,263,0,01n,1,2024-11-04,Monday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,forecast,2024-11-04 02:00:00+00:00,56.0,17.0,11.97,24.42,14,14.0,29,1018,0.0,270,0,01d,2,2024-11-04,Monday
WWF-Pakistan Quetta Office,Quetta,Balochistan,Pakistan,station,66.9842,30.1709,current,2024-10-31 01:00:00+00:00,110.0,55.0,39.0,,12,,35,1020,0.5,70,0,01d,1,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-29 03:00:00+00:00,245.0,220.0,170.0,,20,,40,1015,2.4,8,0,01d,3,2024-10-29,Tuesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-29 04:00:00+00:00,255.0,230.0,180.0,,17,,81,1014,2.3,9,0,01n,4,2024-10-29,Tuesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-29 05:00:00+00:00,224.0,199.0,149.0,,17,,81,1014,2.45,11,0,01n,5,2024-10-29,Tuesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-29 06:00:00+00:00,230.0,205.0,155.0,,17,,80,1013,2.44,8,0,01n,6,2024-10-29,Tuesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-29 07:00:00+00:00,240.0,215.0,165.0,,18,,79,1013,2.48,13,0,01n,7,2024-10-29,Tuesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-29 08:00:00+00:00,238.0,213.0,163.0,,21,,41,1014,2.4,19,0,01n,8,2024-10-29,Tuesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-29 09:00:00+00:00,231.0,206.0,156.0,,18,,80,1014,2.31,20,0,01n,9,2024-10-29,Tuesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-29 10:00:00+00:00,226.0,201.0,151.0,,19,,78,1014,2.25,19,0,01n,10,2024-10-29,Tuesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-29 11:00:00+00:00,227.0,202.0,152.0,,21,,41,1014,2.33,17,0,01n,11,2024-10-29,Tuesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-29 12:00:00+00:00,235.0,210.0,160.0,,20,,72,1014,2.47,16,0,01n,12,2024-10-29,Tuesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-29 13:00:00+00:00,238.0,213.0,163.0,,20,,66,1014,2.36,9,0,01n,13,2024-10-29,Tuesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-29 22:00:00+00:00,66.0,24.0,17.0,,21,,61,1014,2.17,360,0,01n,22,2024-10-29,Tuesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 02:00:00+00:00,82.0,37.0,26.0,,23,,59,1013,2.01,342,0,01n,2,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 03:00:00+00:00,117.0,59.0,42.0,,23,,58,1012,2.06,312,0,01n,3,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 04:00:00+00:00,124.0,63.0,45.0,,25,,56,1011,2.47,285,0,02d,4,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 05:00:00+00:00,129.0,65.0,47.0,,26,,50,1010,2.98,279,0,03d,5,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 06:00:00+00:00,122.0,61.0,44.0,,27,,48,1010,3.1,279,0,03d,6,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 07:00:00+00:00,105.0,53.0,37.0,,27,,45,1010,3.07,278,0,03d,7,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 08:00:00+00:00,112.0,56.0,40.0,,27,,45,1011,2.78,278,0,03d,8,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 13:00:00+00:00,122.0,61.0,44.0,,26,,45,1012,2.51,285,0,04d,13,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 14:00:00+00:00,142.0,71.0,52.0,,25,,53,1013,2.25,289,0,03d,14,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 15:00:00+00:00,152.0,78.0,57.0,,24,,59,1013,1.79,293,0,03d,15,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 16:00:00+00:00,155.0,83.0,61.0,,25,,35,1013,1.06,310,0,04d,16,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 17:00:00+00:00,144.0,73.0,53.0,,23,,41,1013,1.09,0,0,04d,17,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 18:00:00+00:00,132.0,66.0,48.0,,18,,73,1012,1.69,13,0,03d,18,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 19:00:00+00:00,134.0,68.0,49.0,,22,,48,1011,2.87,36,0,04n,19,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 20:00:00+00:00,127.0,64.0,46.0,,21,,70,1011,2.98,31,0,10n,20,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 21:00:00+00:00,119.0,60.0,43.0,,22,,62,1012,2.68,24,0,02n,21,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 22:00:00+00:00,119.0,60.0,43.0,,23,,61,1011,2.58,17,0,01n,22,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-30 23:00:00+00:00,124.0,63.0,45.0,,23,,65,1011,2.39,16,0,01n,23,2024-10-30,Wednesday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-31 00:00:00+00:00,132.0,66.0,48.0,,24,,77,1010,1.78,4,0,02n,0,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,history,2024-10-31 01:00:00+00:00,132.0,66.0,48.0,,24,,75,1010,1.33,328,0,02n,1,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 02:00:00+00:00,132.0,66.0,,,20,,40,1015,2.4,8,0,01d,2,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 03:00:00+00:00,130.0,65.0,39.13,60.58,20,20.0,39,1015,2.0,356,0,01d,3,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 04:00:00+00:00,128.0,64.0,39.13,60.58,22,22.0,35,1015,2.0,336,0,01d,4,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 05:00:00+00:00,127.0,63.0,39.13,60.58,24,24.0,31,1015,2.0,315,0,01d,5,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 06:00:00+00:00,125.0,62.0,39.13,60.58,27,27.0,25,1014,2.0,305,0,01d,6,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 07:00:00+00:00,123.0,61.0,39.13,60.58,30,30.0,20,1013,3.0,300,0,01d,7,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 08:00:00+00:00,121.0,61.0,39.13,60.58,30,30.0,20,1012,3.0,299,0,01d,8,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 09:00:00+00:00,119.0,60.0,39.13,60.58,30,30.0,19,1011,4.0,297,0,01d,9,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 10:00:00+00:00,117.0,59.0,39.13,60.58,29,29.0,21,1011,4.0,299,0,01d,10,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 11:00:00+00:00,116.0,58.0,39.13,60.58,28,28.0,24,1011,3.0,295,0,01d,11,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 12:00:00+00:00,114.0,57.0,39.13,60.58,25,25.0,30,1011,2.0,300,0,01d,12,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 13:00:00+00:00,112.0,56.0,39.13,60.58,23,23.0,31,1012,2.0,332,0,01n,13,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 14:00:00+00:00,110.0,55.0,39.13,60.58,22,22.0,32,1013,2.0,358,0,01n,14,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 15:00:00+00:00,110.0,55.0,39.13,60.58,22,22.0,33,1013,2.0,8,0,01n,15,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 16:00:00+00:00,110.0,55.0,39.13,60.58,22,22.0,33,1013,2.0,19,0,01n,16,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 17:00:00+00:00,110.0,55.0,39.13,60.58,21,21.0,33,1013,2.0,21,0,01n,17,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 18:00:00+00:00,110.0,55.0,39.13,60.58,21,21.0,33,1013,2.0,22,0,01n,18,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 19:00:00+00:00,110.0,55.0,39.13,60.58,21,21.0,32,1013,2.0,20,0,01n,19,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 20:00:00+00:00,110.0,55.0,39.13,60.58,20,20.0,32,1013,2.0,19,0,01n,20,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 21:00:00+00:00,110.0,55.0,39.13,60.58,20,20.0,32,1012,2.0,19,0,01n,21,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 22:00:00+00:00,110.0,55.0,39.13,60.58,20,20.0,32,1012,2.0,16,0,01n,22,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-10-31 23:00:00+00:00,110.0,55.0,39.13,60.58,20,20.0,32,1012,2.0,17,0,01n,23,2024-10-31,Thursday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 00:00:00+00:00,85.0,39.0,27.15,31.17,19,19.0,32,1012,2.0,18,0,01n,0,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 01:00:00+00:00,85.0,39.0,27.15,31.17,19,19.0,32,1012,2.0,12,0,01n,1,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 02:00:00+00:00,85.0,39.0,27.15,31.17,19,19.0,33,1013,2.0,14,0,01d,2,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 03:00:00+00:00,85.0,39.0,27.15,31.17,22,22.0,31,1013,1.0,7,0,01d,3,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 04:00:00+00:00,85.0,39.0,27.15,31.17,25,25.0,25,1014,1.0,294,0,01d,4,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 05:00:00+00:00,85.0,39.0,27.15,31.17,27,27.0,23,1014,1.0,273,0,01d,5,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 06:00:00+00:00,85.0,39.0,27.15,31.17,28,28.0,21,1013,2.0,276,0,01d,6,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 07:00:00+00:00,85.0,39.0,27.15,31.17,29,29.0,20,1012,2.0,273,0,01d,7,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 08:00:00+00:00,85.0,39.0,27.15,31.17,30,30.0,19,1011,2.0,271,0,03d,8,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 09:00:00+00:00,85.0,39.0,27.15,31.17,30,30.0,19,1011,2.0,272,0,04d,9,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 10:00:00+00:00,85.0,39.0,27.15,31.17,29,29.0,19,1010,2.0,276,0,04d,10,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 11:00:00+00:00,85.0,39.0,27.15,31.17,28,28.0,23,1011,2.0,277,0,04d,11,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 12:00:00+00:00,85.0,39.0,27.15,31.17,25,25.0,29,1011,1.0,291,0,04d,12,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 13:00:00+00:00,85.0,39.0,27.15,31.17,23,23.0,30,1012,1.0,346,0,03n,13,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 14:00:00+00:00,85.0,39.0,27.15,31.17,22,22.0,31,1013,2.0,22,0,02n,14,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 15:00:00+00:00,85.0,39.0,27.15,31.17,22,22.0,31,1013,2.0,40,0,02n,15,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 16:00:00+00:00,85.0,39.0,27.15,31.17,21,21.0,31,1014,3.0,48,0,01n,16,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 17:00:00+00:00,85.0,39.0,27.15,31.17,21,21.0,31,1014,3.0,51,0,01n,17,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 18:00:00+00:00,85.0,39.0,27.15,31.17,21,21.0,31,1014,3.0,51,0,01n,18,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 19:00:00+00:00,85.0,39.0,27.15,31.17,21,21.0,32,1013,3.0,49,0,01n,19,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 20:00:00+00:00,85.0,39.0,27.15,31.17,20,20.0,32,1013,3.0,51,0,01n,20,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 21:00:00+00:00,85.0,39.0,27.15,31.17,20,20.0,32,1013,3.0,47,0,01n,21,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 22:00:00+00:00,85.0,39.0,27.15,31.17,20,20.0,32,1012,2.0,44,0,01n,22,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-01 23:00:00+00:00,85.0,39.0,27.15,31.17,20,20.0,32,1012,2.0,39,0,01n,23,2024-11-01,Friday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 00:00:00+00:00,87.0,41.0,28.44,31.24,19,19.0,31,1013,2.0,36,0,01n,0,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 01:00:00+00:00,87.0,41.0,28.44,31.24,19,19.0,31,1013,2.0,40,0,01n,1,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 02:00:00+00:00,87.0,41.0,28.44,31.24,19,19.0,32,1014,2.0,39,0,01d,2,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 03:00:00+00:00,87.0,41.0,28.44,31.24,22,22.0,29,1014,1.0,35,0,01d,3,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 04:00:00+00:00,87.0,41.0,28.44,31.24,25,25.0,24,1014,0.0,292,0,01d,4,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 05:00:00+00:00,87.0,41.0,28.44,31.24,26,26.0,21,1014,1.0,245,0,01d,5,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 06:00:00+00:00,87.0,41.0,28.44,31.24,28,28.0,20,1014,1.0,245,0,01d,6,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 07:00:00+00:00,87.0,41.0,28.44,31.24,29,29.0,19,1013,2.0,258,0,04d,7,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 08:00:00+00:00,87.0,41.0,28.44,31.24,29,29.0,18,1012,2.0,266,0,04d,8,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 09:00:00+00:00,87.0,41.0,28.44,31.24,29,29.0,17,1011,2.0,267,0,04d,9,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 10:00:00+00:00,87.0,41.0,28.44,31.24,29,29.0,18,1011,2.0,263,0,04d,10,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 11:00:00+00:00,87.0,41.0,28.44,31.24,28,28.0,22,1012,2.0,266,0,04d,11,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 12:00:00+00:00,87.0,41.0,28.44,31.24,24,24.0,27,1012,1.0,287,0,04d,12,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 13:00:00+00:00,87.0,41.0,28.44,31.24,23,23.0,28,1013,1.0,349,0,04n,13,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 14:00:00+00:00,87.0,41.0,28.44,31.24,22,22.0,28,1014,2.0,33,0,04n,14,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 15:00:00+00:00,87.0,41.0,28.44,31.24,22,22.0,29,1014,2.0,46,0,04n,15,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 16:00:00+00:00,87.0,41.0,28.44,31.24,21,21.0,29,1015,2.0,51,0,04n,16,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 17:00:00+00:00,87.0,41.0,28.44,31.24,21,21.0,29,1015,3.0,54,0,04n,17,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 18:00:00+00:00,87.0,41.0,28.44,31.24,21,21.0,29,1015,3.0,49,0,04n,18,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 19:00:00+00:00,87.0,41.0,28.44,31.24,20,20.0,29,1015,3.0,49,0,01n,19,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 20:00:00+00:00,87.0,41.0,28.44,31.24,20,20.0,29,1014,3.0,53,0,01n,20,2024-11-02,Saturday
AirVisual Outdoor Embassy,Islamabad,Islamabad,Pakistan,station,73.1027,33.7213,forecast,2024-11-02 21:00:00+00:00,87.0,41.0,28.44,31.24,20,20.0,29,1014,2.0,49,0,01n,21,2024-11-02,Saturday
